timestamp,deidentified_location,temp_obs,cloudiness,wind_direction,dew_temp,pressure_sea_level,precipitation,wind_speed
2016-01-05 12:00:00,location 7369,11.7,2.0,20.0,7.8,1023.1,0.0,7.2
2016-01-05 13:00:00,location 7369,12.2,4.0,10.0,7.8,1023.7,0.0,6.7
2016-01-05 14:00:00,location 7369,13.9,2.0,10.0,7.8,1024.4,0.0,8.8
2016-01-05 15:00:00,location 7369,15.6,4.0,30.0,8.9,1024.7,0.0,5.7
2016-01-05 16:00:00,location 7369,18.9,,50.0,9.4,1024.7,0.0,8.8
2016-01-05 17:00:00,location 7369,19.4,4.0,40.0,8.3,1024.8,0.0,8.8
2016-01-05 18:00:00,location 7369,20.0,6.0,30.0,7.8,1023.9,0.0,7.7
2016-01-05 19:00:00,location 7369,20.0,,50.0,5.6,1023.2,0.0,6.7
2016-01-05 20:00:00,location 7369,18.9,,60.0,8.9,1023.3,0.0,7.7
2016-01-05 21:00:00,location 7369,17.8,,50.0,7.8,1023.4,0.0,8.8
2016-01-05 22:00:00,location 7369,17.2,,60.0,8.3,1024.0,0.0,7.2
2016-01-05 23:00:00,location 7369,16.7,,40.0,8.9,1024.1,0.0,6.7
2016-01-06 00:00:00,location 7369,16.1,8.0,50.0,9.4,1024.6,0.0,6.2
2016-01-06 01:00:00,location 7369,16.1,,50.0,9.4,1025.2,0.0,5.7
2016-01-06 02:00:00,location 7369,15.6,,10.0,10.0,1025.8,0.0,6.2
2016-01-06 03:00:00,location 7369,15.0,,40.0,10.6,1025.9,0.0,4.6
2016-01-06 04:00:00,location 7369,13.9,,10.0,10.0,1025.2,0.0,4.6
2016-01-06 05:00:00,location 7369,13.9,,20.0,10.0,1024.9,0.0,5.7
2016-01-06 06:00:00,location 7369,13.3,8.0,360.0,11.7,1023.9,0.0,4.6
2016-01-06 07:00:00,location 7369,13.3,,360.0,11.7,1023.5,0.0,4.1
2016-01-06 08:00:00,location 7369,13.9,,350.0,12.2,1022.7,0.0,5.7
2016-01-06 09:00:00,location 7369,13.9,,340.0,11.7,1023.0,0.0,3.1
2016-01-06 10:00:00,location 7369,13.3,,10.0,11.7,1022.1,0.0,5.1
2016-01-06 11:00:00,location 7369,13.9,,350.0,12.8,1022.5,-1.0,3.6
2016-01-06 12:00:00,location 7369,14.4,8.0,340.0,13.3,1022.5,-1.0,5.7
2016-01-06 13:00:00,location 7369,14.4,,350.0,13.3,1022.7,-1.0,4.6
2016-01-06 14:00:00,location 7369,12.8,,330.0,11.7,1023.2,3.0,4.6
2016-01-06 15:00:00,location 7369,13.9,,350.0,12.8,1023.5,3.0,4.6
2016-01-06 16:00:00,location 7369,15.0,,340.0,13.3,1023.3,-1.0,4.6
2016-01-06 17:00:00,location 7369,17.2,,360.0,14.4,1021.8,0.0,6.2
2016-01-06 18:00:00,location 7369,19.4,6.0,20.0,15.6,1020.2,-1.0,5.7
2016-01-06 19:00:00,location 7369,20.0,,10.0,15.6,1019.0,0.0,6.2
2016-01-06 20:00:00,location 7369,21.1,,30.0,13.9,1018.3,-1.0,7.2
2016-01-06 21:00:00,location 7369,18.9,,350.0,15.0,1018.0,-1.0,8.2
2016-01-06 22:00:00,location 7369,17.2,,350.0,13.9,1018.6,0.0,6.2
2016-01-06 23:00:00,location 7369,16.1,,360.0,14.4,1018.5,-1.0,6.7
2016-01-07 00:00:00,location 7369,15.6,8.0,360.0,13.9,1019.0,0.0,6.7
2016-01-07 01:00:00,location 7369,15.6,,360.0,13.3,1019.0,0.0,7.7
2016-01-07 02:00:00,location 7369,15.0,,360.0,13.3,1019.6,0.0,6.7
2016-01-07 03:00:00,location 7369,14.4,,360.0,13.3,1019.5,0.0,5.1
2016-01-07 04:00:00,location 7369,14.4,,340.0,13.3,1019.5,0.0,5.1
2016-01-07 05:00:00,location 7369,14.4,,340.0,13.3,1018.9,0.0,4.6
2016-01-07 06:00:00,location 7369,14.4,8.0,330.0,13.3,1018.4,0.0,4.1
2016-01-07 07:00:00,location 7369,14.4,,340.0,13.3,1018.0,0.0,4.1
2016-01-07 08:00:00,location 7369,13.9,,340.0,13.3,1017.4,0.0,4.1
2016-01-07 09:00:00,location 7369,13.9,,360.0,13.3,1016.7,0.0,3.6
2016-01-07 10:00:00,location 7369,13.9,,350.0,13.3,1016.4,0.0,3.6
2016-01-07 11:00:00,location 7369,14.4,,350.0,13.9,1016.4,0.0,4.1
2016-01-07 12:00:00,location 7369,14.4,8.0,360.0,13.9,1016.9,-1.0,3.6
2016-01-07 13:00:00,location 7369,14.4,,360.0,13.9,1017.2,-1.0,4.6
2016-01-07 14:00:00,location 7369,15.0,,360.0,13.9,1017.7,-1.0,4.6
2016-01-07 15:00:00,location 7369,15.0,,10.0,13.9,1018.3,-1.0,4.1
2016-01-07 16:00:00,location 7369,17.2,,350.0,13.9,1018.3,0.0,2.6
2016-01-07 17:00:00,location 7369,18.3,,320.0,14.4,1017.2,0.0,2.6
2016-01-07 18:00:00,location 7369,19.4,6.0,350.0,15.0,1015.9,0.0,4.6
2016-01-07 19:00:00,location 7369,21.1,4.0,,15.6,1014.9,0.0,2.1
2016-01-07 20:00:00,location 7369,22.8,,,15.6,1014.1,0.0,1.5
2016-01-07 21:00:00,location 7369,22.2,,30.0,15.0,1013.4,0.0,2.6
2016-01-07 22:00:00,location 7369,21.1,,60.0,15.0,1013.8,0.0,2.6
2016-01-07 23:00:00,location 7369,20.6,,80.0,14.4,1014.2,0.0,2.1
2016-01-08 00:00:00,location 7369,19.4,8.0,80.0,15.0,1014.7,0.0,2.6
2016-01-08 01:00:00,location 7369,17.8,,80.0,15.6,1015.1,0.0,3.1
2016-01-08 02:00:00,location 7369,16.7,,70.0,15.0,1015.8,0.0,3.1
2016-01-08 03:00:00,location 7369,16.1,,30.0,15.0,,0.0,3.6
2016-01-08 04:00:00,location 7369,15.6,,90.0,15.0,1015.4,0.0,2.6
2016-01-08 05:00:00,location 7369,15.6,9.0,100.0,15.0,1014.8,0.0,2.1
2016-01-08 06:00:00,location 7369,15.6,8.0,90.0,15.0,1013.8,0.0,2.6
2016-01-08 07:00:00,location 7369,15.6,,90.0,15.0,1013.4,0.0,2.1
2016-01-08 08:00:00,location 7369,15.6,,0.0,15.6,1013.9,-1.0,0.0
2016-01-08 09:00:00,location 7369,15.6,,0.0,15.0,1013.5,-1.0,0.0
2016-01-08 10:00:00,location 7369,15.6,,0.0,15.6,1013.3,-1.0,0.0
2016-01-08 11:00:00,location 7369,15.6,,80.0,15.0,1013.4,10.0,3.1
2016-01-08 12:00:00,location 7369,15.6,8.0,120.0,15.6,1013.3,8.0,2.1
2016-01-08 13:00:00,location 7369,16.1,,160.0,15.6,1013.4,5.0,2.6
2016-01-08 14:00:00,location 7369,16.7,,180.0,16.1,1014.5,-1.0,3.6
2016-01-08 15:00:00,location 7369,17.2,,130.0,16.1,1014.6,3.0,2.6
2016-01-08 16:00:00,location 7369,17.8,,0.0,16.1,1014.5,-1.0,0.0
2016-01-08 17:00:00,location 7369,17.8,,0.0,16.7,1013.8,20.0,0.0
2016-01-08 18:00:00,location 7369,18.3,8.0,140.0,17.2,1012.6,33.0,4.1
2016-01-08 19:00:00,location 7369,20.0,,160.0,17.8,,-1.0,2.1
2016-01-08 20:00:00,location 7369,20.6,,0.0,17.8,1011.8,0.0,0.0
2016-01-08 21:00:00,location 7369,22.2,,40.0,18.3,1011.5,0.0,1.5
2016-01-08 22:00:00,location 7369,21.7,,330.0,18.3,1012.2,0.0,1.5
2016-01-08 23:00:00,location 7369,20.6,,10.0,17.8,1012.4,0.0,2.1
2016-01-09 00:00:00,location 7369,19.4,6.0,30.0,17.8,1012.7,0.0,4.6
2016-01-09 01:00:00,location 7369,18.3,,40.0,17.2,1013.0,0.0,4.1
2016-01-09 02:00:00,location 7369,17.2,2.0,30.0,16.1,1013.4,0.0,4.6
2016-01-09 03:00:00,location 7369,16.7,4.0,30.0,15.6,1013.3,0.0,3.1
2016-01-09 04:00:00,location 7369,16.1,,10.0,15.0,1013.1,0.0,2.1
2016-01-09 05:00:00,location 7369,15.0,,350.0,14.4,1012.9,0.0,2.1
2016-01-09 06:00:00,location 7369,15.0,8.0,10.0,14.4,1012.6,0.0,2.1
2016-01-09 07:00:00,location 7369,14.4,,10.0,13.9,1012.2,0.0,2.1
2016-01-09 08:00:00,location 7369,14.4,,10.0,13.9,1011.7,0.0,2.1
2016-01-09 09:00:00,location 7369,15.0,,10.0,15.0,1011.6,0.0,3.1
2016-01-09 10:00:00,location 7369,15.0,,30.0,14.4,1011.6,0.0,3.1
2016-01-09 11:00:00,location 7369,15.0,9.0,20.0,15.0,1011.5,0.0,2.6
2016-01-09 12:00:00,location 7369,15.0,9.0,340.0,15.0,1012.6,0.0,3.1
2016-01-09 13:00:00,location 7369,15.6,9.0,330.0,15.0,1013.2,0.0,2.6
2016-01-09 14:00:00,location 7369,15.6,9.0,0.0,15.6,1013.8,0.0,0.0
2016-01-09 15:00:00,location 7369,16.1,9.0,0.0,16.1,1014.0,0.0,0.0
2016-01-09 16:00:00,location 7369,16.7,,0.0,16.7,1013.3,0.0,0.0
2016-01-09 17:00:00,location 7369,18.9,,0.0,17.2,1012.3,0.0,0.0
2016-01-09 18:00:00,location 7369,20.0,8.0,190.0,17.2,1011.4,0.0,3.1
2016-01-09 19:00:00,location 7369,21.7,,170.0,17.8,1010.7,0.0,3.6
2016-01-09 20:00:00,location 7369,21.1,,180.0,17.8,1010.0,0.0,2.1
2016-01-09 21:00:00,location 7369,21.7,,200.0,17.8,1010.4,0.0,3.6
2016-01-09 22:00:00,location 7369,21.7,,0.0,17.8,1010.4,0.0,0.0
2016-01-09 23:00:00,location 7369,20.6,,0.0,17.8,1011.0,3.0,0.0
2016-01-10 00:00:00,location 7369,19.4,8.0,140.0,18.9,1011.2,38.0,1.5
2016-01-10 01:00:00,location 7369,19.4,,140.0,17.8,1010.0,13.0,3.6
2016-01-10 02:00:00,location 7369,19.4,,110.0,18.9,1010.9,3.0,2.1
2016-01-10 03:00:00,location 7369,18.9,,170.0,18.3,1010.5,-1.0,2.6
2016-01-10 04:00:00,location 7369,18.3,,160.0,17.8,1010.4,0.0,2.6
2016-01-10 05:00:00,location 7369,17.8,,180.0,17.2,1010.0,0.0,2.6
2016-01-10 06:00:00,location 7369,18.3,6.0,190.0,17.8,1009.5,0.0,3.1
2016-01-10 07:00:00,location 7369,19.4,,200.0,18.9,1009.7,0.0,5.1
2016-01-10 08:00:00,location 7369,19.4,,200.0,18.3,1009.2,0.0,4.6
2016-01-10 09:00:00,location 7369,19.4,,220.0,18.9,1009.7,0.0,3.6
2016-01-10 10:00:00,location 7369,19.4,,230.0,18.9,1009.9,0.0,3.1
2016-01-10 11:00:00,location 7369,20.6,,240.0,19.4,1010.6,0.0,4.6
2016-01-10 12:00:00,location 7369,20.6,8.0,240.0,20.0,1011.4,0.0,3.6
2016-01-10 13:00:00,location 7369,20.6,,250.0,20.0,1012.2,0.0,3.1
2016-01-10 14:00:00,location 7369,21.1,,280.0,18.9,1013.2,0.0,4.6
2016-01-10 15:00:00,location 7369,21.7,,290.0,17.8,1013.9,0.0,4.1
2016-01-10 16:00:00,location 7369,21.1,,280.0,16.7,1014.2,0.0,5.7
2016-01-10 17:00:00,location 7369,20.0,,280.0,15.6,1014.1,0.0,5.7
2016-01-10 18:00:00,location 7369,19.4,8.0,300.0,13.3,1014.2,0.0,5.7
2016-01-10 19:00:00,location 7369,18.9,,280.0,12.2,1014.0,0.0,6.2
2016-01-10 20:00:00,location 7369,17.8,,280.0,11.7,1014.3,0.0,5.1
2016-01-10 21:00:00,location 7369,18.3,,280.0,11.1,1015.0,0.0,4.6
2016-01-10 22:00:00,location 7369,17.2,,280.0,10.0,1015.6,0.0,4.1
2016-01-10 23:00:00,location 7369,15.6,,270.0,9.4,1016.4,0.0,4.6
2016-01-11 00:00:00,location 7369,14.4,4.0,290.0,9.4,1017.2,0.0,4.6
2016-01-11 01:00:00,location 7369,13.9,,300.0,8.9,1017.8,0.0,6.2
2016-01-11 02:00:00,location 7369,13.3,,300.0,8.9,1018.3,0.0,5.1
2016-01-11 03:00:00,location 7369,12.8,,300.0,8.9,1018.6,0.0,4.1
2016-01-11 04:00:00,location 7369,12.8,,290.0,8.9,1018.8,0.0,5.1
2016-01-11 05:00:00,location 7369,12.2,,310.0,8.3,1018.9,0.0,3.6
2016-01-11 06:00:00,location 7369,11.7,6.0,320.0,6.7,1018.8,0.0,5.7
2016-01-11 07:00:00,location 7369,11.1,,320.0,7.2,1019.1,0.0,5.7
2016-01-11 08:00:00,location 7369,10.6,,330.0,6.7,1019.6,0.0,5.1
2016-01-11 09:00:00,location 7369,9.4,,330.0,3.3,1019.7,0.0,5.1
2016-01-11 10:00:00,location 7369,8.3,,330.0,3.3,1020.2,0.0,4.1
2016-01-11 11:00:00,location 7369,7.2,,330.0,3.9,1021.1,0.0,2.6
2016-01-11 12:00:00,location 7369,6.7,6.0,350.0,3.3,1022.1,0.0,4.6
2016-01-11 13:00:00,location 7369,6.7,4.0,350.0,3.3,1022.7,0.0,3.6
2016-01-11 14:00:00,location 7369,7.8,2.0,360.0,2.8,1023.1,0.0,4.6
2016-01-11 15:00:00,location 7369,8.9,2.0,340.0,1.7,1023.8,0.0,3.1
2016-01-11 16:00:00,location 7369,10.6,2.0,,2.8,1023.7,0.0,1.5
2016-01-11 17:00:00,location 7369,11.7,2.0,350.0,1.7,1022.8,0.0,2.6
2016-01-11 18:00:00,location 7369,12.8,2.0,360.0,1.1,1021.5,0.0,4.1
2016-01-11 19:00:00,location 7369,14.4,2.0,350.0,1.1,1020.7,0.0,4.1
2016-01-11 20:00:00,location 7369,15.0,2.0,340.0,1.1,1020.2,0.0,2.6
2016-01-11 21:00:00,location 7369,15.6,0.0,360.0,1.7,1020.1,0.0,2.1
2016-01-11 22:00:00,location 7369,15.0,0.0,340.0,1.7,1020.4,0.0,3.1
2016-01-11 23:00:00,location 7369,12.8,0.0,40.0,2.8,1020.9,0.0,4.6
2016-01-12 00:00:00,location 7369,11.1,0.0,20.0,2.2,1021.6,0.0,3.6
2016-01-12 01:00:00,location 7369,10.0,0.0,30.0,5.0,1022.5,0.0,3.6
2016-01-12 02:00:00,location 7369,8.9,0.0,30.0,3.9,1022.9,0.0,3.6
2016-01-12 03:00:00,location 7369,7.8,0.0,30.0,3.9,1023.1,0.0,2.6
2016-01-12 04:00:00,location 7369,7.8,0.0,0.0,3.9,1023.4,0.0,0.0
2016-01-12 05:00:00,location 7369,6.1,0.0,360.0,3.3,1022.8,0.0,2.6
2016-01-12 06:00:00,location 7369,5.6,2.0,350.0,3.3,1022.6,0.0,2.6
2016-01-12 07:00:00,location 7369,6.1,2.0,350.0,3.9,1022.1,0.0,3.1
2016-01-12 08:00:00,location 7369,5.0,2.0,360.0,2.8,1022.1,0.0,2.6
2016-01-12 09:00:00,location 7369,5.6,4.0,340.0,2.8,1021.8,0.0,3.1
2016-01-12 10:00:00,location 7369,5.6,4.0,360.0,2.8,1021.6,0.0,3.1
2016-01-12 11:00:00,location 7369,6.1,,350.0,2.8,1021.4,0.0,2.6
2016-01-12 12:00:00,location 7369,6.1,4.0,340.0,2.2,1022.7,0.0,3.1
2016-01-12 13:00:00,location 7369,6.1,4.0,360.0,2.2,1022.9,0.0,2.6
2016-01-12 14:00:00,location 7369,9.4,2.0,360.0,3.3,1023.2,0.0,3.1
2016-01-12 15:00:00,location 7369,12.2,2.0,340.0,3.9,1024.2,0.0,5.7
2016-01-12 16:00:00,location 7369,14.4,4.0,20.0,1.7,1024.0,0.0,2.6
2016-01-12 17:00:00,location 7369,16.7,4.0,350.0,-1.1,1023.2,0.0,3.1
2016-01-12 18:00:00,location 7369,17.8,4.0,360.0,-2.2,1021.8,0.0,4.1
2016-01-12 19:00:00,location 7369,18.9,4.0,330.0,-3.9,1020.9,0.0,4.1
2016-01-12 20:00:00,location 7369,19.4,4.0,360.0,-3.3,1020.5,0.0,3.6
2016-01-12 21:00:00,location 7369,18.3,,320.0,-4.4,1020.7,0.0,4.6
2016-01-12 22:00:00,location 7369,16.7,,310.0,-4.4,1020.6,0.0,3.1
2016-01-12 23:00:00,location 7369,15.0,,300.0,-2.8,1021.4,0.0,2.6
2016-01-13 00:00:00,location 7369,13.3,4.0,310.0,-3.3,1021.6,0.0,3.1
2016-01-13 01:00:00,location 7369,11.1,4.0,350.0,0.0,1022.1,0.0,3.1
2016-01-13 02:00:00,location 7369,11.7,,330.0,1.1,1022.3,0.0,2.6
2016-01-13 03:00:00,location 7369,10.6,,350.0,1.1,1022.7,0.0,3.1
2016-01-13 04:00:00,location 7369,10.6,,360.0,0.6,1023.0,0.0,3.1
2016-01-13 05:00:00,location 7369,10.0,,0.0,1.1,1022.7,0.0,0.0
2016-01-13 06:00:00,location 7369,8.9,8.0,340.0,2.2,1022.6,0.0,2.6
2016-01-13 07:00:00,location 7369,8.3,,310.0,2.2,1022.4,0.0,2.1
2016-01-13 08:00:00,location 7369,9.4,,320.0,3.3,1022.7,0.0,3.6
2016-01-13 09:00:00,location 7369,9.4,,350.0,1.1,1022.8,0.0,3.6
2016-01-13 10:00:00,location 7369,8.9,,350.0,-0.6,1022.7,0.0,4.1
2016-01-13 11:00:00,location 7369,8.9,,350.0,-1.1,1023.5,0.0,4.1
2016-01-13 12:00:00,location 7369,8.3,8.0,360.0,-0.6,1024.1,0.0,2.1
2016-01-13 13:00:00,location 7369,8.9,,360.0,0.6,1024.4,0.0,3.1
2016-01-13 14:00:00,location 7369,10.6,,360.0,0.6,1024.6,0.0,4.1
2016-01-13 15:00:00,location 7369,13.9,,10.0,-0.6,1025.3,0.0,4.6
2016-01-13 16:00:00,location 7369,15.6,,10.0,-1.1,1025.2,0.0,6.2
2016-01-13 17:00:00,location 7369,15.0,,10.0,-1.1,1024.3,0.0,5.1
2016-01-13 18:00:00,location 7369,15.0,8.0,360.0,0.0,1023.3,0.0,4.1
